restaurants,ratings
Angie’s Mexican Restaurant,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
ATX Cocina,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""1.0 star rating"">"
Angie’s Mexican Restaurant,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Los Comales Mexican Restaurant,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
One Taco,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""1.0 star rating"">"
Z’Tejas Mexican Restaurant and Grill,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""2.0 star rating"">"
Pueblo Viejo,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Taqueria Los Altos,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
Los Comales Mexican Restaurant,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Las Trancas,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Licha’s Cantina,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""1.0 star rating"">"
Granny’s Tacos,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Pelons Tex-Mex,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""3.0 star rating"">"
Cisco’s Restaurant Bakery & Bar,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Z’Tejas Mexican Restaurant and Grill,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Granny’s Tacos,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
Takoba,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
El Chilito,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""3.0 star rating"">"
Arturo’s Underground Cafe,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
El Chilito,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
El Alma,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Micheladas Cafe y Cantina,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
The Mighty Cone,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Arturo’s Underground Cafe,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""3.0 star rating"">"
Las Cazuelas Mexican Restaurant,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
El Chilito,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
Takoba,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""3.0 star rating"">"
Zocalo Café,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Freebirds World Burrito,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
El Naranjo,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
Granny’s Tacos,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""2.0 star rating"">"
Lazarus Brewing,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
Gloria’s Latin Cuisine,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
Z’Tejas Mexican Restaurant and Grill,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Juana Taco,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""2.0 star rating"">"
Pelons Tex-Mex,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""3.0 star rating"">"
Lazarus Brewing,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
El Alma,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
Juan In A Million,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Taco Joint,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Fresa’s Chicken al Carbon,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
Manuel’s,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
Taco Joint,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Taco Joint,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Chuy’s,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Tamale House East,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
Tamale House East,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""1.0 star rating"">"
Torchy’s Tacos,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
Juan In A Million,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""3.0 star rating"">"
Chuy’s,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
La Condesa,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Iron Cactus,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
Cisco’s Restaurant Bakery & Bar,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Zocalo Café,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Taco Joint,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""1.0 star rating"">"
Los Comales Mexican Restaurant,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""1.0 star rating"">"
Fresa’s Chicken al Carbon,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
Gabriela’s Downtown,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Tamale House East,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""2.0 star rating"">"
Austin Taco Project,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""2.0 star rating"">"
Super Burrito on 5th,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""1.0 star rating"">"
Las Trancas,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Las Cazuelas Mexican Restaurant,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""2.0 star rating"">"
Gloria’s Latin Cuisine,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Taco Joint,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Las Cazuelas Mexican Restaurant,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
Veracruz All Natural,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""3.0 star rating"">"
El Chile Café Y Cantina,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
El Naranjo,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
El Chilito,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
Lazarus Brewing,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
Baby Acapulco,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""3.0 star rating"">"
Zocalo Café,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
Pueblo Viejo,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""2.0 star rating"">"
Angie’s Mexican Restaurant,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""1.0 star rating"">"
Uncle Julio’s,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
El Arroyo 5th Street,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Las Cazuelas Mexican Restaurant,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Takoba,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
Suerte,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Burrito Factory,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
ATX Cocina,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""3.0 star rating"">"
Iron Cactus,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Kesos Tacos,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Suerte,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Angie’s Mexican Restaurant,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""3.0 star rating"">"
Pueblo Viejo,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Angie’s Mexican Restaurant,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""3.0 star rating"">"
Taqueria Los Altos,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""4.0 star rating"">"
Los Comales Mexican Restaurant,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Las Cazuelas Mexican Restaurant,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""2.0 star rating"">"
Cisco’s Restaurant Bakery & Bar,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""5.0 star rating"">"
Manuel’s,"<img class=""offscreen"" height=""303"" src=""https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png"" width=""84"" alt=""3.0 star rating"">"
