,Unnamed: 0,urls,captions,comments,likes,labels
32,32,https://scontent-sea1-1.cdninstagram.com/vp/4cc68c94faa29e8cccac9d854f9d96e5/5C63B3C3/t51.2885-15/e35/c180.0.720.720/s480x480/43218014_542628456208519_951799569936991957_n.jpg?ig_cache_key=MTkwOTc0Mjg2NTM0MTUzNzI3Mw%3D%3D.2.c,"Photo by Joel Sartore @joelsartore // #sponsored  by @bayerofficial // My grandmother’s name was Faynell Meese. She grew up on a ranch near Darrouzett, Texas, proud and sure, a survivor of the Dust Bowl and the Depression and a thousand other insults over her 91-years, all of which thickened her hide. She told great stories, feared nobody, and drank Jack and Coke whenever she felt like it. She had two favorite sayings: “Marry in haste, repent at leisure”, and “When poverty walks in the door, love flies out the window.” As a child, I thought I’d meet more people like her. I was wrong. // The challenges of the future are being worked on right now. In celebration of #worldscienceday , explore some of the exciting ideas that are being developed to help build a better tomorrow. Visit natgeo.com/questionsforabetterlife.",403,127285,"['person', 'wrinkle', 'chin', 'senior citizen', 'forehead', 'human', 'human behavior', 'portrait', 'elder']"
33,33,https://scontent-sea1-1.cdninstagram.com/vp/eb72789e5adf353be29d02da20faef1b/5C867EC7/t51.2885-15/e35/c181.0.718.718/s480x480/42119673_2084322931898073_3502430754017885895_n.jpg?ig_cache_key=MTkwOTY2MDE5OTI5MjM3MDQ1NQ%3D%3D.2.c,"Photo by Melissa Farlow @melissafarlow // #sponsored  by @bayerofficial // Grit covered my glasses as I clutched the saddle horn determined to be as tough as the rancher I was following. As darkness fell, I could just make out Heidi Redd driving cattle into the night. Heidi ran a 5,000-acre ranch in Utah and was a respected, cattle boss, wrangler, chief cook and bottle washer, mother and public servant. At 77, Heidi is ""semi-retired,"" but works from a saddle and still connected to the land. Her son Matt runs ranch operations with The Nature Conservancy. Scientific research and environmental endeavors enhanced by Heidi’s years on the land help give insight to the past while studies on flora and fauna look to the future. // The challenges of the future are being worked on right now. In celebration of #worldscienceday , explore some of the exciting ideas that are being developed to help build a better tomorrow. Visit natgeo.com/questionsforabetterlife.",623,215471,"['sky', 'landscape', 'darkness', 'smoke', 'stock photography']"
34,34,https://scontent-sea1-1.cdninstagram.com/vp/5140ee0831a5dc1d134f00e42ca64a18/5C77F7B0/t51.2885-15/e15/c0.134.1080.1080/s480x480/42938819_760977664243362_3740761730891201445_n.jpg?ig_cache_key=MTkwOTU4NDQzMDEwNTQ5MDUzMw%3D%3D.2.c,"Photo by David Chancellor @chancellordavid | Amur tiger, Russia’s Far East - 95 percent of the global population is here. In 2005, the population consisted of 423 to 502 individuals, after having crashed in the 1940s to just 40 animals. By 2015, there were 540 of the tigers here. Anti-poaching efforts have been integral to the rise in tiger numbers, with tougher punishments for the illegal trafficking of endangered animals and their parts. Interestingly, and worryingly, a broad genetic sampling of 95 wild Russian tigers found markedly low genetic diversity. This lack of diversity is becoming an increasing problem across a multitude of species as populations crash, and are then brought back from the brink of extinction. A lack of genetic diversity increases the odds that a species will be vulnerable to disease, among other things. #notrade  #noextinction - To see more of my work and projects follow me here @chancellordavid",2592,948274,"['wildlife', 'tiger', 'whiskers', 'mammal', 'fauna', 'nose', 'terrestrial animal', 'snout', 'close up', 'big cats']"
35,35,https://scontent-sea1-1.cdninstagram.com/vp/38d29e8c25d5ea96f749221b9debce5e/5C7D1B17/t51.2885-15/e15/c180.0.720.720/s480x480/44246917_249818992380194_1067985610181645308_n.jpg?ig_cache_key=MTkwOTUxMjU5MjY4MzcyMzQzMg%3D%3D.2.c,"Photo by Stephen Alvarez @salvarezphoto | The Moai of Rapa Nui (Easter Island) are some of the most iconic statues in the world. The heaviest erected statue weighs an astonishing 86 tons. Nine hundred of the statues were erected between 1250 and 1500 one an island that is barely 15 miles long. There are no other inhabited islands for nearly 2,000 miles in any direction. Sometime around 900 A.D., the founders of Rapa Nui set out from their home islands in Polynesia in open-decked sailing canoes. They not only found this incredibly remote land, but then, guided only by the stars and their knowledge of the ocean, they returned to their homeland, packed up all that they would need to begin a new existence on Rapa Nui, and set out to find the island once again.",3009,867752,"['sky', 'mountainous landforms', 'highland', 'hill', 'grass', 'field', 'cloud', 'rural area', 'landscape', 'mountain']"
36,36,https://scontent-sea1-1.cdninstagram.com/vp/b208bd7803e343daa371ac6cf715df93/5CB26E5C/t51.2885-15/e15/c0.133.1080.1080/s480x480/44290202_286364672219996_7891615253637775925_n.jpg?ig_cache_key=MTkwOTQzNTIwMDQ1MTg3NDYwMg%3D%3D.2.c,"Photo by @michaelchristopherbrown | A cat passes through a sebil in the Muslim Quarter of the Old City of Jerusalem. One of six Jerusalem fountains built by the Ottomans to provide the city’s citizens with water for drinking and cleansing purposes, this sebil is located on Hagai/Al-Wad Street. Its intricate beauty has always captivated my attention. #jerusalem  #sebil  #waterfountain ",1118,518941,"['stone carving', 'medieval architecture', 'arch', 'crypt', 'historic site', 'carving', 'ancient history', 'history', 'ruins', 'facade']"
37,37,https://scontent-sea1-1.cdninstagram.com/vp/d678de0211a614a08d3a5348ad84fcc0/5C78BB9B/t51.2885-15/e15/c0.133.1080.1080/s480x480/43762820_254345538521124_6135906247221025704_n.jpg?ig_cache_key=MTkwOTM1ODkwMjU2MzI5MTE3MQ%3D%3D.2.c,"Photo by @ciriljazbec | Nomadic yak herder Tshering and his son Karma are leading a caravan from the village of Laya, the highest settlement in the country, to Paro, a valley town that is two days walking away. They use horses and mules to carry the bags with their equipment and goods for trading. Follow link in @ciriljazbec profile to read the @natgeo story published earlier this year.",989,548724,"['forest', 'wilderness', 'tree', 'ecosystem', 'hill station', 'mist', 'rainforest', 'geological phenomenon', 'old growth forest', 'mountain']"
38,38,https://scontent-sea1-1.cdninstagram.com/vp/1cf16f95f17f03c56b371bbf79d814ce/5C65456F/t51.2885-15/e15/c90.0.900.900a/s480x480/44349428_276263093064051_77028215722659905_n.jpg?ig_cache_key=MTkwOTI4MzAzNDg2MDg2NTM4MQ%3D%3D.2.c,Photo by @randyolson | Piazza del Campo in Siena—teaching Siena workshop #SIPAworkshop  @thephotosociety @natgeoimagecollection,1604,329418,"['town square', 'plaza', 'public space', 'city', 'sky', 'urban area', 'town', 'tourist attraction', 'tourism', 'sand']"
39,39,https://scontent-sea1-1.cdninstagram.com/vp/1b95558d19d9f547a19d64dd80341398/5C8245CD/t51.2885-15/e15/c180.0.720.720/s480x480/43985463_366899154054596_7259466126594555972_n.jpg?ig_cache_key=MTkwOTIwNzI1ODY4NTY5MTY5Nw%3D%3D.2.c,"Photo by @stephsinclairpix | Portrait of @diandraforrest in the park with her son. Diandra has the rare genetic condition of albinism and has built a successful modeling career from her unique looks. However, many people with albinism are still severely discriminated against, and in some countries even attacked, because of their appearance. In the U.S., approximately one in 18,000 to 20,000 people have some type of albinism. In other parts of the world, the occurrence can be as high as one in 3,000. Most children with albinism are born to parents who have typical hair and eye color for their ethnic backgrounds. To see more of my work on this issue and others, please #followme  at @stephsinclairpix . #thefutureisinclusive  #albinism  #light  #motherandchild  #NYC ",361,159099,"['blue', 'photograph', 'person', 'child', 'grass', 'emotion', 'fun', 'male', 'plant', 'boy']"
40,40,https://scontent-sea1-1.cdninstagram.com/vp/4b490967a10fe77e7d0b606dc3d1a036/5C74D648/t51.2885-15/e15/s480x480/44262435_267601340770175_2456401877509617441_n.jpg?ig_cache_key=MTkwOTEzMjk0NjM2NDQ3ODc5Mw%3D%3D.2,"Photo by @tbfrost | It almost seems this little snake is saying, “Hey there! How’s it going?” Of course, it actually meant something closer to, """"Please leave me alone.” Many snakes are not aggressive as some people claim, but they are defensive. And, no, snakes don’t chase people. Not even cottonmouths. See video in my bio link @tbfrost's for proof. Anyway, I remain grateful this beautiful black-skinned parrot snake stopped long enough for a picture as I continue my two-year-long project on snakes. Want to see to see more snake portraits? Head over to @tbfrost",3077,585391,"['frog', 'fauna', 'amphibian', 'organism', 'macro photography', 'close up', 'eye', 'tree frog', 'fish', 'marine biology']"
41,41,https://scontent-sea1-1.cdninstagram.com/vp/94b37a9352409a5a92231520fd1c7cc0/5C636BBA/t51.2885-15/sh0.08/e35/s750x750/44000244_2041094522652110_2479361421229327763_n.jpg?ig_cache_key=MTkwOTA1NjUyMTg0MjIyMDQ2Ng%3D%3D.2,"Photo by @gerdludwig | With handheld lamps at dusk, an aboriginal artist and two of her friends collect tiny seashells for traditional aboriginal necklaces on Cape Barren Island, off the northeast coast of Tasmania, Australia. No full-blooded Tasmanian Aborigines have survived mainly as a result of the brutal annihilation campaigns in the 19th century. Today, an estimated 20,000 people in Tasmania have Aboriginal lineage, many of them living on the Fourneaux Islands (Flinders and Cape Barren). @natgeocreative @thephotosociety #CapeBarren  #Tasmania  #Australia  #aboriginal  #seashells  #dusk ",373,215233,"['reflection', 'nature', 'water', 'sky', 'sea', 'horizon', 'atmosphere', 'morning', 'shore', 'calm']"
42,42,https://scontent-sea1-1.cdninstagram.com/vp/36fc5ed088d9c4a8ac8d77c3806e2318/5BEEE118/t51.2885-15/e15/s640x640/44719103_702682250104223_7566433303781272620_n.jpg,"Video by @lucalocatelliphoto | Witness with a time-lapse the time ticking on the ""Six Public Clocks"" installation, during lunch hour in the financial district in Canary Wharf, London. Its status as the center for bankers in Europe may be threatened by Brexit. ‘How London became the center of the world,’ my latest story for @natgeo, is now online and I’ll keep posting in the next days, please follow me @lucalocatelliphoto to know more about London growth. Thanks to my operator @federicovandone for the time-lapse. #environment  #london  #brexit  #climatechange  #materia  #2050 ",249,92419,
43,43,https://scontent-sea1-1.cdninstagram.com/vp/cfd243af09e698f23d0dc649d7dfce75/5BEEF88B/t51.2885-15/e15/s640x640/43119104_265652930974287_1375937599468242183_n.jpg,"Photo by @peteressick | Cuyahoga River, Cleveland, Ohio. The modern environmental movement in the USA was born here when the Cuyahoga River set on fire on June 22, 1969. The reaction from a TIME magazine article about the event resulted in the first Earth Day a year later, and the Clean Water Act followed in 1972. Like many rivers in the Great Lakes region, the water quality of the Cuyahoga is much improved but the sediments, vegetation and aquatic life are still impaired.",495,143072,
44,44,https://scontent-sea1-1.cdninstagram.com/vp/27c8dd529605224607f29b5f10974c4f/5C88322B/t51.2885-15/sh0.08/e35/p750x750/44864154_1961590110806172_3698948552151046735_n.jpg?ig_cache_key=MTkwODgzMTM0Mzg0NTY3MjUzNg%3D%3D.2,"Photo by Muhammed Muheisen @mmuheisen | ""I wish to go back to school, we had to leave our home in Syria after it was destroyed in an airstrike, I still can remember the sound of the fighter jets in the sky, it was so scary”. Manar, a 12-year-old Syrian refugee girl from Deir ez-Zor whom I portrayed last September in a camp northwest of the Greek capital. Manar’s portrait is part of my exhibition ""Light on the Move"", a selection of images showing the daily life and the challenges refugees face. The exhibition is currently displayed at Museum of Cycladic Art in Athens, Greece, organized by @iomgreece. For more photos and videos of the refugee crisis follow me @mmuheisen @everydayrefugees and @mmuheisenpublic #everydayrefugees  #muhammedmuheisen ",737,185936,"['red', 'beauty', 'girl', 'portrait', 'temple', 'portrait photography']"
45,45,https://scontent-sea1-1.cdninstagram.com/vp/124dfd143c44c4df7419bd7777d1aa8f/5C7BBF3A/t51.2885-15/sh0.08/e35/s750x750/44207520_2017502508308284_1845804300106718369_n.jpg?ig_cache_key=MTkwODc1NDAyMTM0ODAxNzQ3Ng%3D%3D.2,"Photo by Aaron Huey @argonautphoto | Sandy Johnson and his son Preston ride into the sunrise as they begin a long day of moving cattle for a branding just East of Dark Canyon inside what was briefly #BearsEarsNationalMonument , Utah. Spending several days with Sandy and his family helped me to better understand the perspective of local communities who fear monument status brings new restrictions on their way of life and added traffic from tourists. The family has been living inside of the one-time monument for decades, running cattle on hundreds of thousands of acres of public lands. This past summer through the drought they had to spend much of their time moving tens of thousands of gallons of water from a series of storage ponds, using an old pump truck, to move it to smaller water tanks deeper in. The ""Battle for the American West"" is our current cover story and looks at how the fight over public lands is taking shape in Utah, Nevada, Oregon, and beyond. Follow @argonautphoto for more images from both sides of the battle.",1247,347875,"['ecosystem', 'sky', 'grassland', 'mountainous landforms', 'wilderness', 'steppe', 'mountain', 'ecoregion', 'horse like mammal', 'hill']"
