,date,author,quote,comment
129,June 2014,stickguy,No Quote,"BTW, you are so nice to help the elderly in your community to buy their new cars. I'm sure that they appreciate it very much. I need you here with me because I'm out and about on the lots now. Plan to purchase within the next 30 days. As usual, I'm trying to use all of the lessons that I have learned on this site over the years."
130,June 2014,abacomike,No Quote,Richard
131,June 2014,imidazol97,"@abacomike said:
There is a difference between dealer invoice and factory invoice. Dealer invoice is what the dealer pays the manufacturer for a vehicle delivered to his place of business for sale. Factory invoice does not include holdback or credits for incentives and other trunk money available to the dealer. So the invoice numbers shown on Edmunds is really factory invoice.","so Richard, what are the prime contenders at this point?"
132,June 2014,oldfarmer50,"@abacomike said:
oldfarmer said:

""That guy standing outside your gate waiting for the next 80 year old to sell at 17,000 miles is me. ""

I'll post your interest on the bulletin boards. What usually happens here is the children of those 80+ year olds sell the car the day after their father's funeral - I kid you not!",and I enjoyed watching the Open last week and seeing shots of Pinehurst. Looked like a beautiful town. But probably horrible to be there during a major tournament.
133,June 2014,oldfarmer50,No Quote,"That's what I have been saying all along, that so-called ""invoice"" price is as phony as a three dollar bill. How can a company sell a product with a 5% or 15% gross margin and expect to survive? It cannot be done."
134,June 2014,stever,No Quote,"The historical average gross margin for all American companies is about 40%, so what makes auto dealerships any different? A good example of that is to look at how the auto dealer service department price their services."
135,June 2014,ab348,"@stever said:
We're negotiating house buying right now and we're not head over heels in love with any house and there's no hurry moving, so we're in the driver's seat a little bit. But one seller is a bank with little interest in compromising and the other seller is our age and doesn't care if we buy his house or not. I think that means someone else is going to overpay, but I've overpaid before for the ""right"" house. Over time, it's really not about the money.",The labor rate includes a base price plus a built in profit margin as well as an additional amount to cover overhead. The same formula is used for parts. The mark-up on parts includes an amount to cover both overhead and a built in profit margin.
136,June 2014,isellhondas,No Quote,"By extension, if we apply this pricing formula to the sale of the car itself we can see that invoice is quite meaningless. Even the so-called experts, according to USA Today, said they didn't know what invoice is/was, yet they continue to publish this dribble."
137,June 2014,imidazol97,@stever said:,"What has occurred is that the companies have insulated themselves from transparency in the pricing. They reacted to the publication of their invoice price and the other cost factors by developing other systems which the public has no ability to collect information about. Lack of transparency. And they have good lobby systems. Here in Ohio, the law is written that allows dealers to collect a document fee, up to $250, on time contracts (loans). However, the dealers use that as a mandatory doc fee always at the maxiumum. They already have it printed on their contract. So someone paying cash doesn't need to pay any of it. But they get irritable when someone points out that deficiency and they start babbling about how they could be sued if they charge someone a different fee than someone else is charged. But that fee puts them in charge and mandates the buyer's having to work down from that rather than the dealer having work up to gleen that extra profit."
138,June 2014,stever,No Quote,"Here in Ohio, the dealers are even trying to block Tesla from using storefronts to sell rather than dealership buildings. Can't have cars being sold through stores like Walmart or CVS, can we. Tesla has 3 stores IIRC. I can just see all the lobby money going to the legislators. My state representative will not respond to questions about the document fee and the Tesla sales model and the dealer lobbying. Almost like the IRS."
139,June 2014,mako1a,"@isellhondas said:
If a person buys a house or a car for that matter and is happy with the transaction,, they didn't ""overpay"".","No wonder the stores can sell at invoice or below and build the new shiny showrooms they have and all the highly paid suits walking around while sales bots work their butts off. The GM stores have been improving their stores for 5 years or more, replacing or remodeling to get to white tile on the floor and a clean appearance."
140,June 2014,graphicguy,"@imidazol97 said:
What has occurred is that the companies have insulated themselves from transparency in the pricing. They reacted to the publication of their invoice price and the other cost factors by developing other systems which the public has no ability to collect information about. Lack of transparency. And they have good lobby systems. Here in Ohio, the law is written that allows dealers to collect a document fee, up to $250, on time contracts (loans). However, the dealers use that as a mandatory doc fee always at the maxiumum. They already have it printed on their contract. So someone paying cash doesn't need to pay any of it. But they get irritable when someone points out that deficiency and they start babbling about how they could be sued if they charge someone a different fee than someone else is charged. But that fee puts them in charge and mandates the buyer's having to work down from that rather than the dealer having work up to gleen that extra profit.","well, look at it the other way, no other industry even publishes the dribble. so take what you can get! But since it is common knowledge that the published #s are more of a ""show me"" trick, just shop for the lowest actual price (which is the bottom line that matters). what the manufacturer is doing behind the scenes to support the dealer (keep the metal moving) is up to them."
141,June 2014,sterlingdog,"@oldfarmer50 said:
""...Mike, you are so right. One of my wife's friends died last year. A week later, her two children had sold both cars and the house was completely empty with a ""For Sale"" sign out front. I couldn't work that fast if I did it to myself!...""
When my mother died it took me two months to get her apartment emptied out...and she didn't have a car. They must have taken a beating on the sale price of the cars to move them so quick. How would you get the title switched that fast? I wonder if they just went to a dealer and took the first offer.",supply/demand and competition is still the driving force behind pricing.
